Naslov,Avtor,Leto izida,Dolžina,Točke,Ocena,Število bralcev 
"Boundary Crossed (Boundary Magic, #1)",Melissa F. Olson,2015,302,51,4.04,13122
"Shade Chaser (City of Crows, #2)",Clara Coulson,2016,281,51,4.19,394
"The Ghoul King (Dreaming Cities, #2)",Guy Haley,2016,178,51,3.79,182
"Magic of Blood and Sea (The Assassin's Curse, #1-2)",Cassandra Rose Clarke,2017,544,51,3.89,787
"Age of Legend (The Legends of the First Empire, #4)",Michael J. Sullivan,2019,480,51,4.35,13285
City of Broken Magic (Chronicles of Amicae  #1),Mirah Bolender,2018,400,51,3.58,742
"Poisoned Blade (Court of Fives, #2)",Kate Elliott,2016,468,51,3.98,3414
Meeting,Nina Kiriki Hoffman,2011,314,50,3.92,143
"Night Seeker (Indigo Court, #3)",Yasmine Galenorn,2012,336,50,4.16,1982
"Boundary Lines (Boundary Magic, #2)",Melissa F. Olson,2015,304,50,4.2,8077
"Blackflame (Cradle, #3)",Will Wight,2017,370,50,4.51,30638
"Igniting Darkness (Courting Darkness Duology, #2)",Robin LaFevers,2020,496,50,4.13,2658
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,2009,527,50,4.36,116506
"Buried Heart (Court of Fives, #3)",Kate Elliott,2017,465,50,3.99,2173
"Night Veil (Indigo Court, #2)",Yasmine Galenorn,2011,294,49,4.09,2514
"Boundary Born (Boundary Magic, #3)",Melissa F. Olson,2016,290,49,4.3,6424
"Skysworn (Cradle, #4)",Will Wight,2017,292,49,4.39,28902
Keep Me Safe (Slow Burn #1),Maya Banks,2014,,49,3.55,13304
City of Skies (The Viking Assassin #1),Farah Cook,2017,304,49,3.87,797
Mortality Bridge,Steven R. Boyett,2011,421,48,3.68,226
"Night Vision (Indigo Court, #4)",Yasmine Galenorn,2013,322,48,4.22,1337
"Midnight Curse (Disrupted Magic, #1)",Melissa F. Olson,2017,294,48,4.17,4755
"Borderline (The Arcadia Project, #1)",Mishell Baker,2016,390,48,3.85,4866
City of Vikings (The Viking Assassin #2),Farah Cook,2017,278,48,4.27,264
Mayan December,Brenda Cooper,2011,384,47,3.52,73
"Tarnished (The St. Croix Chronicles, #1)",Karina Cooper,2012,384,47,3.59,1003
"Night's End (Indigo Court, #5)",Yasmine Galenorn,2014,304,47,4.27,1048
"A Heart of Blood and Ashes (A Gathering of Dragons, #1)",Milla Vane,2020,555,47,3.87,8486
City of Assassins (The Viking Assassin #3),Farah Cook,2018,266,47,4.25,63
"Gilded (The St. Croix Chronicles, #2)",Karina Cooper,2012,384,46,3.72,455
"Captive Prince (Captive Prince, #1)",C.S. Pacat,2013,240,46,3.8,100177
"Flight from Death (Fly by Night, #1)",Yasmine Galenorn,2015,300,46,3.81,1293
"The Dragon Conspiracy (SPI Files, #2)",Lisa Shearin,2015,292,46,3.95,2576
"A Touch of Stone and Snow (A Gathering of Dragons, #2)",Milla Vane,2020,398,46,4.01,2419
The Marrow Thieves,Cherie Dimaline,2017,234,46,3.97,37714
"Dead Iron (Age of Steam, #1)",Devon Monk,2011,337,45,3.6,2797
"Corroded (The St. Croix Chronicles, #3)",Karina Cooper,2013,264,45,3.91,280
"Flight from Mayhem (Fly by Night, #2)",Yasmine Galenorn,2016,298,45,4.15,630
"The Brimstone Deception (SPI Files, #3)",Lisa Shearin,2016,293,45,4.07,2024
Warmage (The Spellmonger #2),Terry Mancour,2012,,45,4.29,5631
Dancing with Bears (Darger and Surplus #1),Michael Swanwick,2011,300,44,3.67,507
"Tempered (The St. Croix Chronicles, #4)",Karina Cooper,2014,333,44,4.02,212
"Celtic Moon (Celtic Wolves, #1)",Jan DeLima,2013,304,44,3.92,1056
"The Hod King (The Books of Babel, #3)",Josiah Bancroft,2019,608,44,4.45,12190
"The Council of Shadows (Shadowspawn, #2)",S.M. Stirling,2011,384,43,3.54,373
"Engraved (The St. Croix Chronicles, #5)",Karina Cooper,2014,288,43,4.09,152
"Summer Moon (Celtic Wolves, #2)",Jan DeLima,2014,304,43,4.0,552
High Mage (The Spellmonger #5),Terry Mancour,2014,609,43,4.47,4093
"Out of Oz (The Wicked Years, #4)",Gregory Maguire,2011,568,43,3.85,19954
"Autumn Moon (Celtic Wolves, #3)",Jan DeLima,2015,304,42,3.96,346
"Deception (Defiance, #2)",C.J. Redwine,2013,496,42,3.92,8683
Magelord (The Spellmonger #3),Terry Mancour,2013,,42,4.46,5033
The Swan Book,Alexis Wright,2013,342,42,3.27,1087
"The Ghoul Vendetta (SPI Files, #4)",Lisa Shearin,2017,304,41,4.08,1563
"Deliverance (Defiance, #3)",C.J. Redwine,2014,496,41,3.97,4952
Court Wizard (The Spellmonger #8),Terry Mancour,2016,973,41,4.37,2858
"Vicious Moon (Earth Witches, #3)",Lee Roland,2013,293,40,3.59,125
Journeymage (The Spellmonger #6),Terry Mancour,2015,488,40,4.5,3519
"The Lost Queen (The Lost Queen, #1)",Signe Pike,2018,527,40,4.16,13042
The Brahms Deception,Louise Marley,2011,374,39,3.44,183
"Vengeance Moon (Earth Witches, #2)",Lee Roland,2012,327,39,3.77,199
Knights Magi (The Spellmonger #4),Terry Mancour,2014,562,39,4.3,4312
The Song of Achilles,Madeline Miller,2011,352,39,4.32,1574233
"The Rhesus Chart (Laundry Files, #5)",Charles Stross,2014,352,38,4.19,9114
"Viper Moon (Earth Witches, #1)",Lee Roland,2011,332,38,3.61,992
Necromancer (The Spellmonger #10),Terry Mancour,2017,1387,38,4.66,2940
"Hild (The Hild Sequence, #1)",Nicola Griffith,2013,546,38,3.83,11748
"Flamebound (Lone Star Witch, #2)",Tessa Adams,2013,368,37,3.71,316
"Seriously Shifted (Seriously Wicked, #2)",Tina Connolly,2016,240,37,3.87,163
Shadowmage (The Spellmonger #9),Terry Mancour,2016,681,37,4.53,2610
"Soulbound (Lone Star Witch, #1)",Tessa Adams,2013,358,36,3.57,887
"Forging Divinity (The War of Broken Mirrors, #1)",Andrew Rowe,2015,295,36,3.91,6467
"Wish Bound (Grimm Agency, #3)",J.C. Nelson,2015,304,35,3.93,526
"The Orphan Queen (The Orphan Queen, #1)",Jodi Meadows,2015,391,35,3.96,14514
"Project Elfhome (Elfhome, #4.5)",Wen Spencer,2016,537,35,4.43,1025
An Unkindness of Ghosts,Rivers Solomon,2017,351,35,3.96,19921
"Armageddon Rules (Grimm Agency, #2)",J.C. Nelson,2015,336,34,3.91,724
Prince of Outcasts (Emberverse #13),S.M. Stirling,2016,418,34,3.99,1112
"Dämoren (Valducan, #1)",Seth Skorkowsky,2014,382,34,3.93,1306
"Deathless Divide (Dread Nation, #2)",Justina Ireland,2020,560,34,4.16,11679
"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,2011,368,34,3.7,39994
"Free Agent (Grimm Agency, #1)",J.C. Nelson,2014,281,33,3.61,1706
"Hounacier (Valducan, #2)",Seth Skorkowsky,2015,356,33,4.11,516
"Dread Nation (Dread Nation, #1)",Justina Ireland,2018,455,33,4.14,34151
"Red Skies Falling (Skybound, #2)",Alex London,2019,480,33,4.11,758
"Ibenus (Valducan, #3)",Seth Skorkowsky,2016,410,32,4.21,305
"Black Wings Beating (Skybound, #1)",Alex London,2018,432,32,3.58,2893
"Frost Like Night (Snow Like Ashes, #3)",Sara Raasch,2016,488,31,3.94,15350
"Redemptor (Valducan, #4)",Seth Skorkowsky,2017,410,31,4.34,192
"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,2006,441,31,4.33,194521
"The Traitor God (Age of Tyranny, #1)",Cameron Johnston,2018,445,30,3.97,2411
Mirror Mirror,Gregory Maguire,2003,280,30,3.29,31469
"Aching God (Iconoclasts, #1)",Mike Shel,2018,414,29,4.17,3364
"The Nightmare Stacks (Laundry Files, #7)",Charles Stross,2016,352,28,4.23,6530
The Seer (1),Sonia Orin Lyris,2016,656,27,3.86,134
"Dead Heat (Alpha & Omega, #4)",Patricia Briggs,2015,324,27,4.32,39152
To Kill a Kettle Witch (Mist-Torn Witches #4),Barb Hendee,2016,336,26,4.03,407
"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,2006,434,26,4.43,181982
"Candidate (The Black Mage, #3)",Rachel E. Carter,2015,380,25,4.09,12110
The Reburialists,J.C. Nelson,2016,416,24,3.67,168
"Wrath of Empire (Gods of Blood and Powder, #2)",Brian  McClellan,2018,639,24,4.5,12535
"Uncanny Collateral (Valkyrie Collections, #1)",Brian  McClellan,2019,145,22,4.05,3110
"The Desert and the Blade (Emberverse, #12)",S.M. Stirling,2015,624,21,4.1,1397
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,2007,455,21,4.29,138513
Irona 700,Dave Duncan,2015,402,20,3.53,144
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,2009,392,20,3.76,484201
"The Unnoticeables (Vicious Circuit, #1)",Robert Brockway,2015,288,19,3.69,2592
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,2007,332,19,4.11,651490
"Brief Cases (The Dresden Files, #15.1)",Jim Butcher,2018,516,18,4.4,21323
"A Lion Among Men (The Wicked Years, #3)",Gregory Maguire,2008,312,18,3.33,29151
"Awakened (House of Night, #8)",P.C. Cast,2011,290,17,4.0,139178
The Tangled Lands,Paolo Bacigalupi,2018,304,16,3.63,2315
Sharp Ends,Joe Abercrombie,2016,304,16,4.13,21368
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,2007,528,16,4.31,135845
"Burned (House of Night, #7)",P.C. Cast,2010,323,15,3.97,159777
"Half a War (Shattered Sea, #3)",Joe Abercrombie,2015,513,14,4.03,33139
"Tempted (House of Night, #6)",P.C. Cast,2009,319,14,3.95,168744
"Hunted (House of Night, #5)",P.C. Cast,2009,323,13,3.92,184541
"Rat Queens, Vol. 4: High Fantasies",Kurtis J. Wiebe,2017,128,12,3.71,5103
"Untamed (House of Night, #4)",P.C. Cast,2008,338,12,3.94,237750
The Wind in His Heart,Charles de Lint,2017,545,11,4.49,1158
"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,2008,560,11,4.11,118458
The Sea Peoples (Emberverse #14),S.M. Stirling,2017,320,10,3.73,932
"Chosen (House of Night, #3)",P.C. Cast,2008,307,10,3.91,246771
"Betrayed (House of Night, #2)",P.C. Cast,2007,310,9,3.92,269614
"The Delirium Brief (Laundry Files, #8)",Charles Stross,2017,384,8,4.26,5566
"White Stag (Permafrost, #1)",Kara Barbieri,2016,368,8,3.66,3402
"Goblin King (Permafrost, #2)",Kara Barbieri,,1,7,3.57,532
The Tiger's Wife,Téa Obreht,2011,338,7,3.42,100387
"Phantom Pains (The Arcadia Project, #2)",Mishell Baker,2017,416,6,3.97,1734
"Side Jobs (The Dresden Files, #12.5)",Jim Butcher,2010,418,6,4.25,55241
"Son of a Witch (The Wicked Years, #2)",Gregory Maguire,2005,352,6,3.5,63252
"Hunting Ground (Alpha & Omega, #2)",Patricia Briggs,2009,286,5,4.28,70925
"Burn Bright (Alpha & Omega, #5)",Patricia Briggs,2018,308,4,4.34,29176
"Alpha & Omega (Alpha & Omega, #0.5)",Patricia Briggs,2007,81,3,4.28,27017
"Legacy of Ash (Legacy Trilogy, #1)",Matthew      Ward,2019,800,1,3.96,2273
"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,2020,1219,5331,4.62,156984
The Invisible Life of Addie LaRue,Victoria Schwab,2020,448,3810,4.19,1136100
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,2020,396,3406,4.4,678572
"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,2020,803,3254,4.48,760173
"The Trouble with Peace (The Age of Madness, #2)",Joe Abercrombie,2020,506,2559,4.6,33253
"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,2023,517,2552,4.58,1845910
Piranesi,Susanna Clarke,2020,272,2426,4.23,305077
"A Deadly Education (The Scholomance, #1)",Naomi Novik,2020,323,2065,3.96,179022
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,2021,757,1956,4.47,1303804
"The City We Became (Great Cities, #1)",N.K. Jemisin,2020,437,1875,3.87,71741
"The Empire of Gold (The Daevabad Trilogy, #3)",S.A. Chakraborty,2020,766,1870,4.5,58825
"Black Sun (Between Earth and Sky, #1)",Rebecca Roanhorse,2020,454,1865,4.19,46190
Tress of the Emerald Sea,Brandon Sanderson,2023,483,1715,4.4,145992
"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,2022,296,1639,4.12,212242
"The Empress of Salt and Fortune (The Singing Hills Cycle, #1)",Nghi Vo,2020,124,1381,3.95,36870
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,2021,592,1290,4.36,154578
"The Burning God (The Poppy War, #3)",R.F. Kuang,2020,622,1274,4.31,97573
"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,2019,480,1267,4.45,45732
Babel,R.F. Kuang,2022,544,1172,4.18,257468
"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,2020,510,1140,4.29,70406
"The Fires of Vengeance (The Burning, #2)",Evan Winter,2020,529,1119,4.39,15802
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,2015,419,1053,4.19,2856936
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,2022,805,1050,4.48,526877
"Peace Talks (The Dresden Files, #16)",Jim Butcher,2020,352,977,4.22,48709
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,2016,624,959,4.65,2163872
"Come Tumbling Down (Wayward Children, #5)",Seanan McGuire,2020,208,939,3.91,26743
"The Blacktongue Thief (Blacktongue, #1)",Christopher Buehlman,2021,416,886,4.22,24514
The Once and Future Witches,Alix E. Harrow,2020,517,869,4.04,86838
"Raybearer (Raybearer, #1)",Jordan Ifueko,2020,343,814,4.34,28369
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,2021,454,791,4.2,82152
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,2020,622,779,4.23,618000
"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,2020,344,771,4.27,95084
"Smoke Bitten (Mercy Thompson, #12)",Patricia Briggs,2020,352,754,4.43,32708
Ring Shout,P. Djèlí Clark,2020,185,750,3.99,36773
"The Lost Metal (Mistborn, #7)",Brandon Sanderson,2022,507,748,4.48,73615
"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,2023,489,747,4.28,49709
"The Wisdom of Crowds (The Age of Madness, #3)",Joe Abercrombie,2021,520,742,4.6,28930
Nettle & Bone,T. Kingfisher,2022,243,734,4.13,85779
"A Time of Courage (Of Blood and Bone, #3)",John Gwynne,2020,648,728,4.45,7576
"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,2020,326,720,3.84,182719
"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,2021,480,693,4.23,47079
The Witness for the Dead (The Cemeteries of Amalo #1),Katherine Addison,2021,240,683,4.11,9888
"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,2021,647,679,4.47,166958
"The Unbroken (Magic of the Lost, #1)",C.L. Clark,2021,464,679,3.82,10815
"The Last Graduate (The Scholomance, #2)",Naomi Novik,2021,388,670,4.25,105798
"Network Effect (The Murderbot Diaries, #5)",Martha Wells,2020,350,665,4.48,90395
"The Unspoken Name (The Serpent Gates, #1)",A.K. Larkwood,2020,464,598,3.73,8723
A Wizard’s Guide to Defensive Baking,T. Kingfisher,2020,306,576,4.1,44615
"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,2021,438,552,4.03,29183
"Shorefall (The Founders Trilogy, #2)",Robert Jackson Bennett,2020,493,536,4.06,19612
"Ruthless Gods (Something Dark and Holy, #2)",Emily A. Duncan,2020,544,532,3.77,10416
"The Physicians of Vilnoc (Penric and Desdemona, #8)",Lois McMaster Bujold,2020,126,531,4.31,3970
"The Obsidian Tower (Rooks and Ruin, #1)",Melissa Caruso,2020,528,528,3.83,3476
"All the Stars and Teeth (All the Stars and Teeth, #1)",Adalyn  Grace,2020,380,507,3.67,33140
"Paladin’s Grace (The Saint of Steel, #1)",T. Kingfisher,2020,366,477,4.12,22865
"Battle Ground (The Dresden Files, #17)",Jim Butcher,2020,418,435,4.42,42906
"Masquerade in Lodi (Penric and Desdemona, #9)",Lois McMaster Bujold,2020,102,413,4.28,3877
"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,2023,703,383,3.92,91307
"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,2023,317,383,4.02,105188
"How to Rule an Empire and Get Away with It (The Siege, #2)",K.J. Parker,2020,354,373,4.11,3379
Black Water Sister,Zen Cho,2021,371,372,3.86,9841
The Witch's Heart,Genevieve Gornichec,2021,359,372,4.05,52319
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,2018,229,372,3.75,1375250
Phoenix Extravagant,Yoon Ha Lee,2020,346,371,3.68,2963
"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,2020,372,362,3.89,293951
The Midnight Bargain,C.L. Polk,2020,375,353,3.76,14433
The Emperor's Wolves (Wolves of Elantra #1),Michelle Sagara,2020,512,344,4.35,1620
Shakespeare for Squirrels,Christopher Moore,2020,271,332,3.91,8238
"The Black Song (Raven's Blade, #2)",Anthony Ryan,2020,498,329,4.21,6283
"Deathless Divide (Dread Nation, #2)",Justina Ireland,2020,553,325,4.16,11679
"The Year of the Witching (Bethel, #1)",Alexis Henderson,2020,368,319,3.81,38559
"Age of Death (The Legends of the First Empire, #5)",Michael J. Sullivan,2020,420,311,4.28,10921
"Daughter of No Worlds (The War of Lost Hearts, #1)",Carissa Broadbent,2020,520,308,4.04,99687
"Children of Fallen Gods (The War of Lost Hearts, #2)",Carissa Broadbent,2021,636,306,4.18,44361
"Age of Empyre (The Legends of the First Empire, #6)",Michael J. Sullivan,2020,395,305,4.39,10371
"False Value (Rivers of London, #8)",Ben Aaronovitch,2020,349,303,4.1,23181
Dutybound,Mark Aaron Alvarez II,2021,358,300,3.72,50
"Magic Dark, Magic Divine (Warrior of the Divine Sword, #1)",A.J. Locke,2021,337,300,4.05,196
"Assassins! Accidental Matchmakers (The Gates of Westmeath, #1)",Jen Desmarais,2022,400,300,4.5,24
A Storm Rises (Bloodlines Legacy #1),Rose Garcia,2024,280,300,4.48,62
The Keeper of Lonely Spirits,E.M.   Anderson,2025,400,299,5.0,5
The Very Secret Society of Irregular Witches,Sangu Mandanna,2022,318,298,4.11,180958
"The Court of Mortals (Stariel, #3)",A.J. Lancaster,2020,412,296,4.22,3538
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 1,Mò Xiāng Tóng Xiù,2020,416,296,4.62,29946
"Forest of Souls (Shamanborn, #1)",Lori M. Lee,2020,400,294,3.65,4287
"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,2017,532,290,4.15,127079
"The Choice (The Dragon Heart Legacy, #3)",Nora Roberts,2022,448,289,4.32,33802
"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,2023,357,289,4.2,469435
"The Shadow Saint (The Black Iron Legacy, #2)",Gareth Ryder-Hanrahan,2020,567,287,4.19,1535
The Spirit Bares Its Teeth,Andrew Joseph White,2023,384,286,4.53,8228
"Monstress, Vol. 5: Warchild",Marjorie M. Liu,2020,176,282,4.33,5677
"Paladin's Strength (The Saint of Steel, #2)",T. Kingfisher,2021,445,280,4.24,13131
Princess Floralinda and the Forty-Flight Tower,Tamsyn Muir,2020,146,280,4.18,6571
"Paladin's Hope (The Saint of Steel, #3)",T. Kingfisher,2021,300,277,4.24,10302
"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,2021,168,272,4.31,72806
Kaikeyi,Vaishnavi Patel,2022,478,271,4.19,30502
Or What You Will,Jo Walton,2020,320,257,3.78,1019
"The Bone Shard Daughter (The Drowning Empire, #1)",Andrea Stewart,2020,435,257,4.0,30973
The Savage and the Swan,Ella Fields,2021,348,254,3.72,16428
"Stormsong (The Kingston Cycle, #2)",C.L. Polk,2020,345,253,3.89,4002
"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,2022,165,253,3.9,76858
"A Song of Wraiths and Ruin (A Song of Wraiths and Ruin, #1)",Roseanne A. Brown,2020,466,252,3.94,19302
"Igniting Darkness (Courting Darkness Duology, #2)",Robin LaFevers,2020,496,242,4.13,2658
American Demon (The Hollows #14),Kim Harrison,2020,473,236,4.46,10302
Race the Sands,Sarah Beth Durst,2020,528,234,4.31,3327
"Scavenge the Stars (Scavenge the Stars, #1)",Tara Sim,2020,327,231,3.55,5567
"Imaginary Numbers (InCryptid, #9)",Seanan McGuire,2020,437,227,4.23,3655
"Cast in Wisdom (Chronicles of Elantra, #15)",Michelle Sagara,2020,551,220,4.41,2254
"Of Dragons, Feasts and Murders (Dominion of the Fallen, #3.5)",Aliette de Bodard,2020,122,220,3.84,674
"The Faceless Old Woman Who Secretly Lives In Your Home (Welcome to Night Vale, #3)",Joseph Fink,2020,384,219,4.07,7284
"Nona the Ninth (The Locked Tomb, #3)",Tamsyn Muir,2022,480,211,4.35,41636
"A Killing Frost (October Daye, #14)",Seanan McGuire,2020,368,210,4.34,6016
"The Lightning Tree (The NI Revolution Trilogy, #1)",Lene Fogelberg,2022,293,200,4.14,149
Cinderella Is Dead,Kalynn  Bayron,2020,400,200,3.68,77836
"The Cheat Code (Wisdom Revolution, #3)",Misba,2023,465,200,4.65,3075
"A Heart So Fierce and Broken (Cursebreakers, #2)",Brigid Kemmerer,2020,450,197,3.89,68183
"Upon the Flight of the Queen (The Ring-Sworn Trilogy, #2)",Howard Andrew Jones,2019,432,197,4.28,286
Elder Race,Adrian Tchaikovsky,2021,201,197,4.11,18082
"The Ivory Key (The Ivory Key Duology, #1)",Akshaya Raman,2022,384,195,3.74,4841
"The Will of the Many (Hierarchy, #1)",James  Islington,2023,639,195,4.63,45199
"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha    Shannon,2019,830,195,4.19,217912
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,Mò Xiāng Tóng Xiù,2022,438,194,4.67,20515
Thistlefoot,GennaRose Nethercott,2022,435,194,3.96,19504
A Far Wilder Magic,Allison Saft,2022,384,194,3.85,19375
"Godkiller (Fallen Gods, #1)",Hannah Kaner,2023,304,193,3.91,34079
Flyaway,Kathleen Jennings,2020,192,192,3.56,2944
The Crane Husband,Kelly Barnhill,2023,118,191,3.88,6687
